person_day_id,trip_id,mode,start_time,end_time,duration,preceding_purpose,following_purpose
31055_2022-09-23,4.0,mpt,35738.0,36024.0,286.0,other,home
31055_2022-09-23,5.0,mpt,48288.0,48529.0,241.0,home,education
31055_2022-09-23,6.0,walk,49409.0,49564.0,155.0,education,work
31055_2022-09-23,7.0,mpt,55530.0,55968.0,438.0,work,home
30542_2022-11-24,0.0,pt,61742.0,62005.0,263.0,home,other
30542_2022-11-24,1.0,pt,62702.0,63960.0,1258.0,other,education
30542_2022-11-24,2.0,pt,69810.0,72337.0,2527.0,education,home
31049_2022-11-17,0.0,pt,25794.0,29098.0,3304.0,home,work
31049_2022-11-17,1.0,pt,55789.0,59079.0,3290.0,work,home
30243_2022-09-09,0.0,mpt,20810.0,22626.0,1816.0,home,home
30243_2022-09-09,1.0,mpt,43654.0,46704.0,3050.0,home,shop
30243_2022-09-09,2.0,mpt,47096.0,47951.0,855.0,shop,home
31114_2022-11-16,0.0,mpt,25812.0,26558.0,746.0,home,education
31114_2022-11-16,1.0,mpt,29368.0,29835.0,467.0,education,home
31114_2022-11-16,2.0,mpt,34895.0,37490.0,2595.0,home,home
31114_2022-11-16,3.0,mpt,60409.0,61601.0,1192.0,home,leisure
31114_2022-11-16,4.0,mpt,71543.0,72588.0,1045.0,leisure,home
30461_2022-11-09,0.0,pt,21129.0,29509.0,8380.0,home,education
30461_2022-11-09,1.0,walk,42390.0,42701.0,311.0,education,education
30461_2022-11-09,2.0,walk,49508.0,49677.0,169.0,education,education
30461_2022-11-09,3.0,walk,54638.0,54921.0,283.0,education,education
30461_2022-11-09,4.0,pt,56315.0,58965.0,2650.0,education,other
30461_2022-11-09,5.0,pt,59478.0,63703.0,4225.0,other,leisure
30461_2022-11-09,6.0,pt,64350.0,67342.0,2992.0,leisure,leisure
30461_2022-11-09,7.0,mpt,73262.0,73756.0,494.0,leisure,home
30580_2022-11-12,0.0,walk,61816.0,62393.0,577.0,home,leisure
30580_2022-11-12,1.0,walk,68731.0,69594.0,863.0,leisure,home
31168_2022-11-16,0.0,bike,29509.0,30524.0,1015.0,home,leisure
31168_2022-11-16,1.0,walk,35719.0,35870.0,151.0,leisure,shop
31168_2022-11-16,2.0,bike,37735.0,38203.0,468.0,shop,home
31168_2022-11-16,3.0,mpt,47416.0,47719.0,303.0,home,leisure
31168_2022-11-16,4.0,mpt,50950.0,51630.0,680.0,leisure,home
31020_2022-08-15,0.0,pt,16688.0,18426.0,1738.0,home,education
31020_2022-08-15,1.0,walk,36951.0,37143.0,192.0,education,leisure
31020_2022-08-15,2.0,pt,43605.0,45125.0,1520.0,leisure,shop
31020_2022-08-15,3.0,walk,46729.0,47166.0,437.0,shop,home
31017_2022-10-18,0.0,pt,17613.0,18177.0,564.0,home,other
31017_2022-10-18,1.0,pt,18582.0,19851.0,1269.0,other,work
31017_2022-10-18,2.0,pt,55545.0,58242.0,2697.0,work,home
30741_2022-12-07,0.0,walk,30310.0,30855.0,545.0,home,education
30741_2022-12-07,1.0,walk,36607.0,37115.0,508.0,education,home
30542_2022-11-14,0.0,pt,19119.0,19471.0,352.0,home,other
30542_2022-11-14,1.0,pt,19923.0,22155.0,2232.0,other,education
30542_2022-11-14,2.0,pt,37804.0,39573.0,1769.0,education,leisure
30542_2022-11-14,3.0,walk,41240.0,41352.0,112.0,leisure,leisure
30542_2022-11-14,4.0,pt,53011.0,54325.0,1314.0,leisure,home
30971_2022-11-01,0.0,pt,28984.0,29931.0,947.0,home,other
30971_2022-11-01,1.0,pt,30381.0,31954.0,1573.0,other,shop
30971_2022-11-01,2.0,walk,32321.0,32417.0,96.0,shop,education
30971_2022-11-01,3.0,pt,38350.0,41080.0,2730.0,education,home
30971_2022-11-01,4.0,walk,47125.0,48820.0,1695.0,home,home
30971_2022-11-01,5.0,walk,59967.0,60836.0,869.0,home,home
30794_2022-11-29,0.0,walk,22316.0,24087.0,1771.0,home,education
30794_2022-11-29,1.0,walk,39260.0,40364.0,1104.0,education,home
30794_2022-11-29,2.0,walk,50952.0,51975.0,1023.0,home,home
30794_2022-11-29,3.0,pt,52342.0,56747.0,4405.0,home,other
30794_2022-11-29,4.0,walk,61260.0,61730.0,470.0,other,leisure
30794_2022-11-29,5.0,pt,62129.0,65019.0,2890.0,leisure,leisure
30794_2022-11-29,6.0,pt,66839.0,72369.0,5530.0,leisure,home
30517_2022-11-07,0.0,bike,46929.0,47281.0,352.0,home,leisure
30517_2022-11-07,1.0,bike,52963.0,53610.0,647.0,leisure,shop
30517_2022-11-07,2.0,bike,54728.0,55379.0,651.0,shop,home
30515_2022-10-25,0.0,mpt,22094.0,23207.0,1113.0,home,education
30515_2022-10-25,1.0,mpt,37724.0,38363.0,639.0,education,home
30490_2022-11-23,0.0,walk,21454.0,21581.0,127.0,home,home
30490_2022-11-23,1.0,pt,24798.0,27435.0,2637.0,home,education
30490_2022-11-23,2.0,walk,40037.0,40452.0,415.0,education,education
30490_2022-11-23,3.0,walk,42918.0,45002.0,2084.0,education,education
30490_2022-11-23,4.0,pt,50433.0,51455.0,1022.0,education,other
30490_2022-11-23,5.0,pt,52298.0,54299.0,2001.0,other,home
30490_2022-11-23,6.0,mpt,61868.0,62949.0,1081.0,home,leisure
30490_2022-11-23,7.0,mpt,68914.0,70249.0,1335.0,leisure,home
30490_2022-11-23,8.0,walk,76026.0,76199.0,173.0,home,home
31306_2022-12-19,0.0,pt,44596.0,45778.0,1182.0,home,shop
31306_2022-12-19,1.0,walk,46477.0,48141.0,1664.0,shop,leisure
31306_2022-12-19,2.0,pt,49839.0,56322.0,6483.0,leisure,other
31306_2022-12-19,3.0,walk,56796.0,56900.0,104.0,other,home
31306_2022-12-19,4.0,walk,63851.0,64251.0,400.0,home,leisure
31306_2022-12-19,5.0,walk,70866.0,71256.0,390.0,leisure,home
30659_2022-11-30,0.0,pt,27287.0,28745.0,1458.0,home,home
30659_2022-11-30,1.0,bike,29344.0,30193.0,849.0,home,leisure
30659_2022-11-30,2.0,walk,31576.0,32634.0,1058.0,leisure,leisure
30659_2022-11-30,3.0,walk,33605.0,33934.0,329.0,leisure,leisure
30659_2022-11-30,4.0,bike,38745.0,39551.0,806.0,leisure,home
30339_2022-11-30,0.0,pt,42512.0,44515.0,2003.0,home,leisure
30339_2022-11-30,1.0,pt,58622.0,61075.0,2453.0,leisure,home
30467_2022-08-10,0.0,mpt,26468.0,28839.0,2371.0,home,education
30467_2022-08-10,1.0,mpt,47879.0,49095.0,1216.0,education,work
30467_2022-08-10,2.0,mpt,72437.0,73982.0,1545.0,work,home
30217_2022-10-16,0.0,walk,30798.0,31659.0,861.0,home,other
30217_2022-10-16,1.0,walk,32590.0,33313.0,723.0,other,other
30217_2022-10-16,2.0,walk,35328.0,36235.0,907.0,other,leisure
30217_2022-10-16,3.0,walk,37214.0,38788.0,1574.0,leisure,leisure
30217_2022-10-16,4.0,walk,44770.0,45103.0,333.0,leisure,home
30217_2022-10-16,5.0,mpt,49538.0,56166.0,6628.0,home,other
30217_2022-10-16,6.0,mpt,56576.0,74210.0,17634.0,other,home
30439_2022-11-22,0.0,walk,41190.0,41837.0,647.0,home,shop
30439_2022-11-22,1.0,walk,43233.0,43937.0,704.0,shop,home
30211_2022-11-18,0.0,walk,48833.0,51650.0,2817.0,home,leisure
30211_2022-11-18,1.0,mpt,60803.0,61019.0,216.0,leisure,home
30211_2022-11-18,2.0,mpt,64551.0,65680.0,1129.0,home,home
30211_2022-11-18,3.0,mpt,74970.0,76154.0,1184.0,home,home
30008_2022-12-08,0.0,pt,38813.0,41951.0,3138.0,home,home
30008_2022-12-08,1.0,bike,42909.0,43179.0,270.0,home,home
30008_2022-12-08,2.0,bike,46415.0,46711.0,296.0,home,home
30008_2022-12-08,3.0,bike,59460.0,60969.0,1509.0,home,education
30008_2022-12-08,4.0,bike,64794.0,66262.0,1468.0,education,home
31044_2022-11-30,0.0,mpt,26097.0,27354.0,1257.0,home,other
31044_2022-11-30,1.0,mpt,28678.0,28880.0,202.0,other,shop
31044_2022-11-30,2.0,mpt,29315.0,30712.0,1397.0,shop,home
30600_2022-08-09,0.0,walk,24629.0,24998.0,369.0,home,other
30600_2022-08-09,1.0,walk,26385.0,26798.0,413.0,other,home
30600_2022-08-09,2.0,walk,38058.0,39901.0,1843.0,home,home
30600_2022-08-09,3.0,walk,54291.0,54912.0,621.0,home,shop
30600_2022-08-09,4.0,walk,56334.0,56428.0,94.0,shop,leisure
30600_2022-08-09,5.0,walk,58537.0,59142.0,605.0,leisure,home
31288_2022-12-22,0.0,mpt,57491.0,57894.0,403.0,home,leisure
31288_2022-12-22,1.0,mpt,62012.0,62341.0,329.0,leisure,home
31295_2022-10-31,0.0,mpt,21469.0,21829.0,360.0,home,work
31295_2022-10-31,1.0,mpt,39287.0,39493.0,206.0,work,home
31295_2022-10-31,2.0,mpt,42923.0,43280.0,357.0,home,education
31295_2022-10-31,3.0,mpt,54268.0,54772.0,504.0,education,home
31295_2022-10-31,4.0,mpt,62101.0,63116.0,1015.0,home,home
31295_2022-10-31,5.0,mpt,67314.0,68103.0,789.0,home,home
31186_2022-11-14,0.0,walk,21569.0,23078.0,1509.0,home,leisure
31186_2022-11-14,1.0,walk,28644.0,29179.0,535.0,leisure,shop
31186_2022-11-14,2.0,pt,30089.0,31405.0,1316.0,shop,home
31186_2022-11-14,3.0,mpt,43632.0,44138.0,506.0,home,education
31186_2022-11-14,4.0,mpt,53124.0,53936.0,812.0,education,home
31186_2022-11-14,5.0,walk,66004.0,68348.0,2344.0,home,leisure
31186_2022-11-14,6.0,walk,75611.0,77289.0,1678.0,leisure,home
30838_2022-12-09,0.0,walk,35468.0,35768.0,300.0,home,other
30838_2022-12-09,1.0,walk,37856.0,38508.0,652.0,other,home
30838_2022-12-09,2.0,walk,46865.0,47072.0,207.0,home,shop
30838_2022-12-09,3.0,walk,47530.0,47861.0,331.0,shop,home
30838_2022-12-09,4.0,mpt,59290.0,72176.0,12886.0,home,home
30049_2022-12-09,0.0,walk,25513.0,26041.0,528.0,home,work
30049_2022-12-09,1.0,walk,46381.0,46662.0,281.0,work,home
30932_2022-11-06,0.0,mpt,41888.0,42856.0,968.0,home,leisure
30932_2022-11-06,1.0,walk,53483.0,58120.0,4637.0,leisure,leisure
30932_2022-11-06,2.0,pt,66788.0,70012.0,3224.0,leisure,other
30932_2022-11-06,3.0,pt,70399.0,71484.0,1085.0,other,home
30277_2022-08-17,0.0,bike,39157.0,40353.0,1196.0,home,work
30277_2022-08-17,1.0,bike,58787.0,60223.0,1436.0,work,home
30878_2022-09-07,0.0,mpt,29278.0,30739.0,1461.0,home,other
30878_2022-09-07,1.0,walk,31116.0,31479.0,363.0,other,education
30878_2022-09-07,2.0,mpt,37016.0,38503.0,1487.0,education,home
30878_2022-09-07,3.0,mpt,42229.0,43466.0,1237.0,home,education
30878_2022-09-07,4.0,mpt,45799.0,46697.0,898.0,education,home
30434_2022-10-19,0.0,mpt,15421.0,16498.0,1077.0,home,education
30434_2022-10-19,1.0,mpt,27148.0,28019.0,871.0,education,other
30434_2022-10-19,2.0,mpt,34187.0,35212.0,1025.0,other,home
30769_2022-10-20,0.0,walk,20094.0,21230.0,1136.0,home,home
30769_2022-10-20,1.0,mpt,25599.0,28342.0,2743.0,home,education
30769_2022-10-20,2.0,mpt,32253.0,34898.0,2645.0,education,shop
30769_2022-10-20,3.0,mpt,35972.0,36495.0,523.0,shop,home
30769_2022-10-20,4.0,mpt,56744.0,57160.0,416.0,home,home
30769_2022-10-20,5.0,mpt,59336.0,59828.0,492.0,home,home
30012_2022-08-03,0.0,mpt,22038.0,23179.0,1141.0,home,education
30012_2022-08-03,1.0,mpt,41343.0,42674.0,1331.0,education,education
30012_2022-08-03,2.0,mpt,57544.0,58783.0,1239.0,education,home
30012_2022-08-03,3.0,mpt,68919.0,70134.0,1215.0,home,other
30012_2022-08-03,4.0,mpt,70647.0,71703.0,1056.0,other,home
30102_2022-11-07,0.0,mpt,19605.0,21075.0,1470.0,home,leisure
30102_2022-11-07,1.0,mpt,25340.0,26816.0,1476.0,leisure,home
30102_2022-11-07,2.0,walk,30833.0,31179.0,346.0,home,other
30102_2022-11-07,3.0,walk,32752.0,33049.0,297.0,other,home
30102_2022-11-07,4.0,walk,42954.0,48024.0,5070.0,home,leisure
30102_2022-11-07,5.0,walk,49903.0,50518.0,615.0,leisure,leisure
30102_2022-11-07,6.0,walk,50918.0,51028.0,110.0,leisure,home
31193_2022-10-31,0.0,mpt,22667.0,23317.0,650.0,home,education
31193_2022-10-31,1.0,mpt,26606.0,29412.0,2806.0,education,education
31193_2022-10-31,2.0,walk,31801.0,31853.0,52.0,education,education
31193_2022-10-31,3.0,mpt,32382.0,32472.0,90.0,education,education
31193_2022-10-31,4.0,mpt,37681.0,38444.0,763.0,education,home
31193_2022-10-31,5.0,mpt,42884.0,43465.0,581.0,home,education
31193_2022-10-31,6.0,walk,44930.0,44947.0,17.0,education,education
31193_2022-10-31,7.0,mpt,46253.0,47499.0,1246.0,education,education
31193_2022-10-31,8.0,mpt,48706.0,51907.0,3201.0,education,home
30026_2022-12-06,0.0,walk,24606.0,24812.0,206.0,home,home
30889_2022-11-02,0.0,bike,60639.0,61272.0,633.0,home,leisure
30889_2022-11-02,1.0,bike,68792.0,69403.0,611.0,leisure,home
31071_2022-11-07,0.0,walk,31225.0,31573.0,348.0,home,other
31071_2022-11-07,1.0,pt,31992.0,33593.0,1601.0,other,other
31071_2022-11-07,2.0,walk,41105.0,42985.0,1880.0,other,shop
31071_2022-11-07,3.0,mpt,43960.0,45824.0,1864.0,shop,home
30980_2022-11-17,0.0,pt,18177.0,22014.0,3837.0,home,work
30980_2022-11-17,1.0,pt,60343.0,64429.0,4086.0,work,home
30543_2022-10-12,0.0,mpt,54479.0,55560.0,1081.0,home,shop
30543_2022-10-12,1.0,mpt,58705.0,59379.0,674.0,shop,home
31087_2022-08-25,0.0,walk,17934.0,23087.0,5153.0,home,home
31087_2022-08-25,1.0,mpt,34755.0,42156.0,7401.0,home,home
31087_2022-08-25,2.0,walk,42813.0,43688.0,875.0,home,home
31087_2022-08-25,3.0,mpt,56189.0,56762.0,573.0,home,home
31087_2022-08-25,4.0,walk,57474.0,58269.0,795.0,home,home
31087_2022-08-25,5.0,walk,60009.0,60029.0,20.0,home,home
31087_2022-08-25,6.0,walk,64213.0,64301.0,88.0,home,leisure
31087_2022-08-25,7.0,walk,69477.0,71226.0,1749.0,leisure,home
30342_2022-11-01,0.0,bike,23685.0,25132.0,1447.0,home,work
30342_2022-11-01,1.0,bike,61473.0,62368.0,895.0,work,home
30303_2022-11-03,0.0,mpt,20861.0,22012.0,1151.0,home,education
30303_2022-11-03,1.0,mpt,37685.0,38350.0,665.0,education,leisure
30303_2022-11-03,2.0,mpt,44901.0,45613.0,712.0,leisure,home
30303_2022-11-03,3.0,mpt,56753.0,59477.0,2724.0,home,home
30303_2022-11-03,4.0,walk,65130.0,65186.0,56.0,home,home
30303_2022-11-03,5.0,mpt,72552.0,72674.0,122.0,home,home
31074_2022-08-17,0.0,pt,36900.0,42472.0,5572.0,home,home
31074_2022-08-17,1.0,pt,52497.0,55445.0,2948.0,home,shop
31074_2022-08-17,2.0,walk,58731.0,60876.0,2145.0,shop,home
31119_2023-01-08,0.0,mpt,26882.0,27592.0,710.0,home,home
31119_2023-01-08,1.0,mpt,38203.0,39072.0,869.0,home,home
31119_2023-01-08,2.0,mpt,65600.0,69396.0,3796.0,home,education
31119_2023-01-08,3.0,mpt,71253.0,72778.0,1525.0,education,home
31206_2022-08-30,0.0,mpt,53289.0,57641.0,4352.0,home,home
31186_2022-11-22,0.0,mpt,24753.0,25419.0,666.0,home,education
31186_2022-11-22,1.0,walk,29416.0,29553.0,137.0,education,education
31186_2022-11-22,2.0,walk,32404.0,32593.0,189.0,education,education
31186_2022-11-22,3.0,mpt,37246.0,37877.0,631.0,education,home
31186_2022-11-22,4.0,mpt,45263.0,46759.0,1496.0,home,home
31186_2022-11-22,5.0,mpt,51275.0,52984.0,1709.0,home,home
31186_2022-11-22,6.0,mpt,53356.0,54529.0,1173.0,home,home
30049_2022-12-07,0.0,walk,26143.0,26175.0,32.0,home,education
30049_2022-12-07,1.0,mpt,27348.0,27420.0,72.0,education,education
30049_2022-12-07,2.0,other,36587.0,40253.0,3666.0,education,leisure
30049_2022-12-07,3.0,mpt,42739.0,43317.0,578.0,leisure,education
30049_2022-12-07,4.0,pt,58328.0,58399.0,71.0,education,education
30049_2022-12-07,5.0,walk,59030.0,59226.0,196.0,education,home
30831_2022-08-15,0.0,mpt,56369.0,56627.0,258.0,home,leisure
30831_2022-08-15,1.0,pt,57953.0,69256.0,11303.0,leisure,home
30317_2022-11-18,0.0,pt,46033.0,48571.0,2538.0,home,other
30317_2022-11-18,1.0,pt,48988.0,53654.0,4666.0,other,shop
30317_2022-11-18,2.0,walk,54684.0,54946.0,262.0,shop,shop
30317_2022-11-18,3.0,walk,55446.0,56012.0,566.0,shop,shop
30317_2022-11-18,4.0,pt,56542.0,57319.0,777.0,shop,other
30317_2022-11-18,5.0,pt,59231.0,63941.0,4710.0,other,other
30317_2022-11-18,6.0,pt,64644.0,66506.0,1862.0,other,other
30317_2022-11-18,7.0,pt,66965.0,67530.0,565.0,other,home
30517_2022-11-14,0.0,walk,52582.0,52799.0,217.0,home,shop
30517_2022-11-14,1.0,mpt,54316.0,54716.0,400.0,shop,home
30517_2022-11-14,2.0,bike,69696.0,70307.0,611.0,home,leisure
30517_2022-11-14,3.0,bike,75265.0,75492.0,227.0,leisure,home
30985_2022-09-20,0.0,pt,24834.0,28492.0,3658.0,home,other
30985_2022-09-20,1.0,walk,30807.0,32735.0,1928.0,other,other
30985_2022-09-20,2.0,walk,33255.0,33347.0,92.0,other,other
30985_2022-09-20,3.0,walk,34947.0,36041.0,1094.0,other,other
30985_2022-09-20,4.0,pt,37583.0,38570.0,987.0,other,leisure
30985_2022-09-20,5.0,walk,42214.0,43071.0,857.0,leisure,other
30985_2022-09-20,6.0,walk,43813.0,44417.0,604.0,other,other
30985_2022-09-20,7.0,pt,47726.0,50695.0,2969.0,other,home
30729_2022-11-29,0.0,walk,64738.0,65183.0,445.0,home,education
30729_2022-11-29,1.0,walk,69547.0,69843.0,296.0,education,home
30536_2022-10-17,0.0,mpt,18510.0,20354.0,1844.0,home,education
30536_2022-10-17,1.0,mpt,23802.0,26963.0,3161.0,education,education
30536_2022-10-17,2.0,mpt,31065.0,32072.0,1007.0,education,education
30536_2022-10-17,3.0,mpt,40909.0,46220.0,5311.0,education,home
30502_2022-10-20,0.0,walk,37969.0,42464.0,4495.0,home,work
31134_2022-10-11,0.0,bike,19694.0,19922.0,228.0,home,work
31134_2022-10-11,1.0,bike,57958.0,58540.0,582.0,work,home
31134_2022-10-11,2.0,walk,60789.0,61090.0,301.0,home,home
30399_2022-12-20,0.0,mpt,16242.0,17062.0,820.0,home,education
30399_2022-12-20,1.0,walk,37858.0,37989.0,131.0,education,leisure
30399_2022-12-20,2.0,walk,39375.0,39540.0,165.0,leisure,education
30399_2022-12-20,3.0,mpt,48642.0,49419.0,777.0,education,shop
30399_2022-12-20,4.0,mpt,50624.0,50960.0,336.0,shop,home
30399_2022-12-20,5.0,walk,51872.0,55433.0,3561.0,home,home
30704_2022-11-21,0.0,walk,32992.0,35445.0,2453.0,home,home
30538_2022-11-11,0.0,walk,26333.0,27559.0,1226.0,home,home
30538_2022-11-11,1.0,walk,71662.0,72295.0,633.0,home,leisure
30538_2022-11-11,2.0,walk,73555.0,74278.0,723.0,leisure,home
30265_2022-08-11,0.0,mpt,25500.0,26505.0,1005.0,home,shop
30265_2022-08-11,1.0,mpt,30101.0,31445.0,1344.0,shop,home
31094_2023-01-03,0.0,walk,19393.0,20779.0,1386.0,home,home
31094_2023-01-03,1.0,walk,51321.0,54698.0,3377.0,home,home
31094_2023-01-03,2.0,walk,70149.0,70265.0,116.0,home,home
30083_2022-11-24,0.0,pt,24132.0,25125.0,993.0,home,work
30083_2022-11-24,1.0,bike,57515.0,58330.0,815.0,work,home
30450_2022-09-09,0.0,mpt,20176.0,20398.0,222.0,other,work
30450_2022-09-09,1.0,walk,55189.0,55645.0,456.0,work,leisure
30450_2022-09-09,2.0,walk,57237.0,57377.0,140.0,leisure,other
30388_2022-12-09,0.0,pt,27367.0,29748.0,2381.0,home,work
30388_2022-12-09,1.0,walk,41837.0,41930.0,93.0,work,work
30388_2022-12-09,2.0,pt,57986.0,59464.0,1478.0,work,home
30099_2022-08-21,0.0,walk,34004.0,38560.0,4556.0,home,leisure
30099_2022-08-21,1.0,walk,38925.0,39847.0,922.0,leisure,home
30511_2022-09-27,0.0,mpt,31811.0,32711.0,900.0,home,shop
30511_2022-09-27,1.0,mpt,33177.0,33952.0,775.0,shop,home
30511_2022-09-27,2.0,mpt,55439.0,57276.0,1837.0,home,leisure
30511_2022-09-27,3.0,mpt,69231.0,70200.0,969.0,leisure,home
30461_2022-11-01,0.0,pt,19117.0,24412.0,5295.0,home,education
30461_2022-11-01,1.0,walk,39044.0,39290.0,246.0,education,leisure
30461_2022-11-01,2.0,pt,39835.0,41759.0,1924.0,leisure,shop
30461_2022-11-01,3.0,pt,42196.0,45405.0,3209.0,shop,home
30461_2022-11-01,4.0,mpt,49964.0,50469.0,505.0,home,home
30461_2022-11-01,5.0,mpt,69222.0,69802.0,580.0,home,home
31163_2022-10-19,0.0,mpt,33753.0,33906.0,153.0,home,shop
31163_2022-10-19,1.0,mpt,34633.0,34804.0,171.0,shop,home
31163_2022-10-19,2.0,mpt,40877.0,41088.0,211.0,home,other
31163_2022-10-19,3.0,mpt,46841.0,47100.0,259.0,other,home
31163_2022-10-19,4.0,walk,53956.0,54072.0,116.0,home,other
31163_2022-10-19,5.0,walk,54499.0,54609.0,110.0,other,home
31150_2022-12-20,0.0,bike,60356.0,60759.0,403.0,home,other
31150_2022-12-20,1.0,bike,64847.0,65170.0,323.0,other,home
30800_2023-01-12,0.0,walk,24837.0,26203.0,1366.0,home,other
30800_2023-01-12,1.0,walk,28578.0,28731.0,153.0,other,other
30800_2023-01-12,2.0,walk,29154.0,29308.0,154.0,other,home
30800_2023-01-12,3.0,walk,49884.0,51303.0,1419.0,home,home
30434_2022-11-09,0.0,mpt,18969.0,19969.0,1000.0,home,education
30434_2022-11-09,1.0,mpt,38976.0,39764.0,788.0,education,home
31295_2022-11-06,0.0,walk,33243.0,36737.0,3494.0,home,home
30463_2022-09-26,0.0,bike,29706.0,30416.0,710.0,home,leisure
30463_2022-09-26,1.0,bike,34399.0,34581.0,182.0,leisure,home
30592_2022-11-10,0.0,mpt,23353.0,23881.0,528.0,home,work
30592_2022-11-10,1.0,mpt,52263.0,53181.0,918.0,work,home
30592_2022-11-10,2.0,walk,55636.0,57407.0,1771.0,home,home
30053_2022-11-17,0.0,mpt,22791.0,23666.0,875.0,home,shop
30053_2022-11-17,1.0,walk,24052.0,24307.0,255.0,shop,education
30053_2022-11-17,2.0,mpt,43192.0,43599.0,407.0,education,shop
30053_2022-11-17,3.0,walk,44142.0,44432.0,290.0,shop,shop
30053_2022-11-17,4.0,mpt,44819.0,45945.0,1126.0,shop,education
30053_2022-11-17,5.0,mpt,57578.0,59380.0,1802.0,education,home
30053_2022-11-17,6.0,mpt,62195.0,64564.0,2369.0,home,education
30053_2022-11-17,7.0,mpt,75531.0,77611.0,2080.0,education,home
30339_2022-12-07,0.0,mpt,26473.0,32909.0,6436.0,home,leisure
30339_2022-12-07,1.0,mpt,35242.0,41055.0,5813.0,leisure,leisure
30339_2022-12-07,2.0,mpt,43177.0,46494.0,3317.0,leisure,other
30339_2022-12-07,3.0,mpt,47878.0,53550.0,5672.0,other,home
30339_2022-12-07,4.0,mpt,54845.0,56411.0,1566.0,home,leisure
30339_2022-12-07,5.0,walk,57293.0,57679.0,386.0,leisure,other
30339_2022-12-07,6.0,walk,58363.0,58457.0,94.0,other,leisure
30339_2022-12-07,7.0,walk,62229.0,62653.0,424.0,leisure,leisure
30339_2022-12-07,8.0,mpt,71277.0,72525.0,1248.0,leisure,home
30657_2022-11-03,0.0,walk,22946.0,27812.0,4866.0,education,education
30657_2022-11-03,1.0,mpt,28513.0,28651.0,138.0,education,education
30657_2022-11-03,2.0,mpt,31577.0,31695.0,118.0,education,home
30010_2022-11-28,0.0,pt,23352.0,24610.0,1258.0,home,leisure
30010_2022-11-28,1.0,walk,31205.0,31534.0,329.0,leisure,shop
30010_2022-11-28,2.0,pt,32007.0,33558.0,1551.0,shop,home
31085_2022-09-15,0.0,mpt,27683.0,28297.0,614.0,home,other
31085_2022-09-15,1.0,mpt,28821.0,29990.0,1169.0,other,shop
31085_2022-09-15,2.0,mpt,31453.0,33075.0,1622.0,shop,work
31085_2022-09-15,3.0,mpt,33844.0,34013.0,169.0,work,education
31085_2022-09-15,4.0,mpt,34493.0,36209.0,1716.0,education,home
31175_2022-08-25,0.0,walk,36363.0,37355.0,992.0,home,home
31175_2022-08-25,1.0,walk,60079.0,60186.0,107.0,home,home
30633_2022-11-15,0.0,walk,25102.0,26391.0,1289.0,home,leisure
30633_2022-11-15,1.0,walk,26820.0,27044.0,224.0,leisure,home
30633_2022-11-15,2.0,walk,37695.0,38403.0,708.0,home,other
30633_2022-11-15,3.0,walk,38983.0,40291.0,1308.0,other,home
30633_2022-11-15,4.0,walk,44806.0,45735.0,929.0,home,shop
30633_2022-11-15,5.0,walk,46122.0,46774.0,652.0,shop,home
30633_2022-11-15,6.0,walk,50546.0,51237.0,691.0,home,other
30633_2022-11-15,7.0,walk,51950.0,53529.0,1579.0,other,home
30663_2022-10-30,0.0,walk,16475.0,16806.0,331.0,home,home
30663_2022-10-30,1.0,walk,22842.0,24744.0,1902.0,home,leisure
30663_2022-10-30,2.0,walk,31282.0,40058.0,8776.0,leisure,shop
30663_2022-10-30,3.0,walk,40726.0,44474.0,3748.0,shop,leisure
30663_2022-10-30,4.0,pt,45437.0,46640.0,1203.0,leisure,other
30663_2022-10-30,5.0,mpt,47204.0,51825.0,4621.0,other,home
30663_2022-10-30,6.0,mpt,57743.0,62333.0,4590.0,home,home
30243_2022-08-26,0.0,mpt,21056.0,22969.0,1913.0,home,shop
30243_2022-08-26,1.0,pt,23385.0,24740.0,1355.0,shop,home
30243_2022-08-26,2.0,mpt,39540.0,43519.0,3979.0,home,home
30490_2022-11-13,0.0,walk,33611.0,33752.0,141.0,home,leisure
30490_2022-11-13,1.0,walk,56459.0,57561.0,1102.0,leisure,home
30872_2022-11-10,0.0,mpt,25009.0,25604.0,595.0,home,leisure
30872_2022-11-10,1.0,mpt,28316.0,29697.0,1381.0,leisure,education
30872_2022-11-10,2.0,bike,37587.0,38007.0,420.0,education,other
30872_2022-11-10,3.0,bike,38402.0,39472.0,1070.0,other,home
30872_2022-11-10,4.0,walk,57937.0,58440.0,503.0,home,home
30399_2022-11-24,0.0,mpt,36731.0,37605.0,874.0,home,other
30399_2022-11-24,1.0,mpt,39824.0,40496.0,672.0,other,home
30399_2022-11-24,2.0,bike,54911.0,55324.0,413.0,home,other
30399_2022-11-24,3.0,bike,56080.0,56477.0,397.0,other,home
30803_2022-12-26,0.0,bike,39603.0,40268.0,665.0,home,leisure
30803_2022-12-26,1.0,bike,45935.0,46203.0,268.0,leisure,home
31308_2022-09-21,0.0,walk,15050.0,15652.0,602.0,home,home
31308_2022-09-21,1.0,walk,33854.0,34754.0,900.0,home,home
31308_2022-09-21,2.0,walk,46123.0,46674.0,551.0,home,home
31308_2022-09-21,3.0,mpt,48235.0,50378.0,2143.0,home,home
31308_2022-09-21,4.0,walk,58152.0,58228.0,76.0,home,shop
31308_2022-09-21,5.0,mpt,63349.0,66215.0,2866.0,shop,home
